"city_id","city_name","m_city_id","city_image1","city_image2","city_image3","country_id","city_description","latitude","longitude","deleted"
"23","Beruwala","0",,,,"2","Beruwala is Sri Lanka''s resort destination par excellence.","6.4741968","79.9976109","0"
"24","Bolgoda","0",,,,"2",,"6.7072056","79.9729747","0"
"25","Buduruwagala","0",,,,"2","Just south of Wellawaya lies the magical archeological site of Buduruwagala, located in a patch of beautifully unspoilt dry-zone forest, dotted with rocky outcrops and populated by abundant birds and butterflies. The site is home to a series of seven figures carved in low relief into the face of a large rock out-crop. The figures are some of the largest in the island, and are thought to date from the 10th century.","6.68453","81.079088","0"
"26","Bulathsinhala","0",,,,"2",,"6.6478768","80.1799392","0"
"27","Bundala","0",,,,"2","Around 15km east of Hambantota, Bundala National park is one of Sri Lanka""""s foremost destinations for birdwatchers, protecting an important area of coastal wetland famous for it""""s abundant aquatic birdlife, as well as being home to a significant populations of elephants, crocadiles, turtles and other fauna, including the occasional leopard. The park stretches along the coast for around 20km, enclosing five shallow and brackish lagoons. A total of 197 bird species have been recorded here.Bundala is also home to 32 species of mammals, including leopards, sloth bears,civets,mongoose and giant squirrels, as well as rabbits.","5.7173558","81.4434235","0"
"28","Chilaw","0",,,,"2","Small but lively, it''s home to a big fish market and is dominated by the-eye catching, orange pink St.Mary''s Cathedral. The real reason for visiting Chilaw, however, is the Munnesvaram Temple, 4km to the east of town, one of the four most important pilgrimage centers. Its origins are popularly claimed to date back to the mythical era of the Ramayana, and legend states that Vishnu himself worshiped here. The original temple was destroyed by the Portuguese, and present building dates from the British era. The best time to visit for the evening puja, held around 5pm, when the whole place comes alive with pilgrims, drumming and temple ceremonies. A lively local festival is celebrated here each year in either August or September, with fire walking.","7.5719677","79.799755","0"
"29","Colombo","0","colombo1.jpg","gangaramaya2.jpg","gangaramaya3.jpg","2","Enjoy a city tour of Colombo which is the largest city and former administrative capital of Sri Lanka and is a busy and vibrant city with a mixture of modern life and remnants of a bygone colonial era. Due to its large harbor and its strategic position along the East-West sea trade routes, Colombo was known to ancient traders 2,000 years ago. However it was only made the Capital of the island when Sri Lanka was ceded to the British Empire in 1815. The main city is home to a majority of the Sri Lanka""""s corporate offices, restaurants and entertainment venues. On this tour you will visit many of the historical, religious and commercial sites of colombo including the historic and bustling Fort and Pettah, the elite residential Cinnamon Gardens, the Galle face Green, Viharamahadevi Park and much more.","6.927079","79.861243","0"
"30","Dambulla","0","badulla.png",,,"2","Dambulla  rock temple was built by king Walagambahu in the 1st century B.C. and is a UNESCO world heritage site. It is the most impressive of Sri Lanka""s many cave temples. The complex of five caves with over 2000 sq. meters of painted walls and ceilings is the largest area of paintings found in the world. It contains over 150 images of the Buddha of which the largest is the colossal figure carved out of granite rock and spanning 14 meters.","7.8812108","80.6995584","0"
"31","Dehiwela","0",,,,"2",,"6.8358685","79.8789075","0"
"32","Deniyaya","0",,,,"2",,"6.3420423","80.5552769","0"
"33","Dickoya","0",,,,"2",,"6.8748966","80.6026661","0"
"34","Dickwella","0",,,,"2","There is a Buddhist temple at Wevurukannala with a massive Buddha statue built in the 1950''s. The other local attraction is the Hummanaya or Blow-hole, where especially urging the south-west monsoon, the sea shoots up to a height of about 10 meters through narrow fissures in the rock.","5.9718626","80.6960895","0"
"35","Dimbulagoda","0",,,,"2",,"7.8666667","81.1166667","0"
"36","Diyatalawa","0",,,,"2","Diyatalawa is pretty hill station town in the tea country. It is home to the Military Training School and also the Surveyors'' training centre. The Fox Hill motor racing track is also located here.","6.8061881","80.9570073","0"
"37","Dondra","0",,,,"2","Dondra is known as Devi Nuwara, or """"City of the Gods"""", the town was formerly home to a greater temple dedicated to Vishnu, one of the most magnificent on the island until it was destroyed by the Portuguese in 1588.However one ancient shrine, the Galge, survived.It''s a small, plain structure thought to date back to the 7th century AD, making it the oldest stone building in Sri Lanka. One of the south''s major festivals, the Devi Nuwara Perahera, is held at the temple every year on the Esala poya day (early August) at the same time as the great Kandy Esala Perahera.
Just over a kilometer south of town, you will see a lighthouse which marks the southernmost point in Sri Lanka.Built in 1889; the lighthouse stands 50m high and is sometimes open to visitors: you may be allowed inside to climb up the winding staircase to the top, from where there are sweeping views up and down the coast. South of here, you see nothing but sea between you and Antarctica, over ten thousand miles distant.","5.929887","80.5898963","0"
"38","Eduruella","0",,,,"2",,"6.6186684","80.6714964","0"
"39","Ella","0",,,,"2","It's the closest thing to an English country village you''ll find in Sri Lanka, enjoying a pleasantly temperate climate and offering some good walking. The village enjoys one of the finest views in Sri Lanka, past the towering bulk of Ella rock and through a cleft in the hills-the so-called Ella Gap-to the plains below. Ella is famous in Sri Lankan folklore for its Ramayana connections: according to one tradition, the demon king Rawana brought the captive Sita here and hid her away in a cave couple of kilometers outside the present-day village.Rawana''s name is now memorialized in the names of various guest houses, as well as in the Rawana Ella Falls, which plunge magnificently down a series of rock faces 6km from Ella.

20 minutes from Ella is Demodera, the home of the famous Demodera Loop Railway, an engineering feat achieved by the British when they were ruling the country.","6.865309","81.047347","0"
"40","Embilipitiya","0",,,,"2",,"6.3150414","80.8596324","0"
"41","Galle","0",,,,"2","The old part of the city within the Dutch Fort built in the 17th century has been declared a World Heritage site by UNESCO. A walk on the ramparts from Point Utrecht bastion to Flag Rock bastion will give you an excellent view of the ancient harbor which was know as Tar shish in the Bible. We will pass the District Court and the original entrance to the Fort enroute to the Dutch Reformed Church built in the 17th century. The New Town to the north of the Fort was badly affected by the tsunami in 2004 and is the home of the famous International cricket stadium which has been re-built.","6.053519","80.220977","0"
"42","Gal Oya","0",,,,"2","Gal Oya National Park lies some 50km inland from the coast, in a little-visited corner of the island west of the regional capital of Ampara.The centerpiece of the park is the vast Senanayake Samudra,one of the largest lakes in Sri Lanka,and the tours of the park are usually made-uniquely in Sri Lanka-by boat. As usual, elephants are the main draw, with herds of up to 150 visiting the park during their annual peregrinations. Elephant-spotting is best from March to July.","7.228508","81.471839","0"
"43","Gampaha","0",,,,"2",,"7.0814226","80.0123131","0"
"44","Giritale","0",,,,"2","Giritale serves as a good base to the Ancient Cities area, particularly Polonnaruwa, Sigiriya and Dambulla and is also very close to the Minneriya and Kaudulla National Parks. The three main hotels have excellent views over the man-made lake.","7.997114","80.927945","0"
"45","Habarana","0",,,,"2","Habarana was a village in the jungle. It has now expanded into a small town as a result of tourism. It serves as a hub to all the Ancient Cities in the Cultural Triangle - Anuradhapua, Polonnaruwa, Sigiriya, Dambulla and Kandy.","8.0326212","80.7534214","0"
"46","Hakgala Garden","0",,,,"2","HAKGALA GARDENS lie beneath the towering Hakgala Rock some 10km southeast of Nuwara Eliya, with majestic views across the hills of Uva province. The gardens were first established in 1861 to grow """"cinchona"""", a source of the anti-malarial drug quinine, and were later expanded to include a wide range of foreign species. They are also now well known, at least amongst dedicated horticulturalists, for their roses. 

The gardens sprawl up the steep hillside, ranging from the anodyne ornamental areas around the entrance to the far wilder and more interesting forests up the hill-the best views are from the steps and path that lead through the azalea garden up to a little pavilion. The wooded portions of the gardens include many majestic Monterey cypresses from California, plus fine old cedars, a section of enormous tree ferns, stands of Japanese camphor, and pines and eucalpyts.The garden is also one of the best places in the island to spot endemic montane bird species.","6.925305","80.821862","0"
"47","Hambantota","0",,,,"2","Hambantota claims to fame as the salt capital of Sri Lanka. The pretty little harbor is Hambantota''s best feature, and beyond along the denuded coast to the grand, saw-tooth hills around Kataragama away in the distance are beautiful sights.","6.1412373","81.1166457","0"
"48","Hanwella","0",,,,"2",,"6.8915635","80.0852257","0"
"49","Haputale","0",,,,"2","HAPUTALE is one of the most spectacularly situated of all Sri Lankan towns, perched on a ridge top at the southern edge of the hills of the country with bird''s-eye views in both directions-south to the plains and coast, and inland across the jagged lines of hills which recede into the distance towards the high hill country. ""The town itself is a small busy but fairly humdrum little commercial center with a mainly Tamil population, though the mist which frequently blankets the place adds a pleasingly mysterious touch to the workday markets and shops which fill the center. As with Ella, the principal pleasure of a stay in Haputale is the chance to get out and walk in the surrounding hills. Specific sights around town include the tea factory at Dambatenne, the evocative old country mansion of Adisham and the impressive Diyalumi Falls.""
","6.7710527","80.9517288","0"
"50","Hatton","0",,,,"2","Hatton is located two hours drive from Nuwara Eliya on the southern approach to the latter","6.9006514","80.5917228","0"
"51","Henarathgoda","0",,,,"2",,"7.099303","79.985708","0"
"52","Hikkaduwa","0",,,,"2","Situated 2 1/2 hours south of Colombo on the way to Galle, Hikkaduwa is the place for under-water delights.  It is the site of the famed coral gardens.  Hire a glass bottom boat and explore the fantasies under your feet. Hikkaduwa is also well-known as a happening place in terms of restaurants and a throbbing nightlife scene.","6.127397","80.1183667","0"
"53","Hiriwaduna Village","0",,,,"2",,"8.0215379","80.7435573","0"
"54","Horton Plains","0",,,,"2","One hour drive from Nuwara Eliya.
Perched on the very edge of the hill country midway between Nuwara Eliya and Haputale,Horton Plains Natural Park covers a wild stretch of bleak, high altitude moorland bounded at its southern edge of the hill country, including the famous ''World End"""", where the escarpment falls sheer for the best part of a kilometer to the lowlands below.
You will feel the cool, wet climate which has fostered the growth of a distinctive range of flora, including various rhododendron bamboos, tree ferns and many endemic species of plants, making the Plains an area of great biological value.
The Plains'' wildlife attraction are relatively modest. Leopards still visit the park, but one has to be incredibly luckily to see one. The parks most visible residents are its herds of deer and bear-faced monkeys.

The plains are also one of the best places in the island for bird watching and an excellent places to see Montana endemics such as the dull-blue flycatcher; bush warbler, whistling thrush, yellow-eared bulbul, as well as orange minarets.
","6.811306","80.787941","0"
"55","Induruwa","0",,,,"2","The atmosphere hereabouts is deeply somnolent, although if you get bored there are a couple of nearby attractions.","6.3768885","80.0174682","0"
"56","Inginiyagala","0",,,,"2",,"7.2163928","81.5440679","0"
"57","Isurimuniya","0",,,,"2",,NULL,NULL,"0"
"58","Jaffna","0",,,,"2","""The agricultural hinterland of Jaffna Town-and the source of much of it''s former prosperity-is the Jaffna Peninsula, narrow but fertile arc of land which adds a delicate flourish to the northern tip of Sri Lanka. The peninsula is host to a low-key but varied collection of sights, ranging from a string of impressive temples and a few pristine beaches to more unlikely attraction such as miniature desert and miracle-working hot spring.""
","9.6699868","80.0284348","0"
"59","Kalametiya","0",,,,"2",,"6.0920588","80.943204","0"
"60","Kalawana","0",,,,"2",,"6.5307244","80.3950739","0"
"61","Kalkudawa","0",,,,"2",,"8.017698","80.655178","0"
"62","Kalpitiya","0",,,,"2",,"8.2291658","79.762668","0"
"63","Kalutara","0",,,,"2","""It''s one of the west coast''s largest settlements, but the long stretch of beach north of town remains reasonably unspoilt,dotted with a string of top-end hotels which make a decent first or last stop on a tour of the island. Kalutara announces its presence via the immense white dagoba of the Gangatilaka Vihara, immediately south of the long bridge across the Kalu Ganga.""","6.5874488","79.976746","0"
"64","Kandalama ","0",,,,"2","It came into prominence due to the controversy surrounding the building of a luxury hotel in the jungle overlooking the Kandalama reservoir. Kandalama can also serve as a base to visit the Cultural Triangle area (Polonnaruwa, Anuradhapura, Sigiriya, Dambulla and Kandy). It also happens to be an excellent bird-watching venue. It is also close to the Wasgamuwa National Park which is famous for its elephants.","7.8910552","80.7002879","0"
"65","Kandanagedara","0",,,,"2",,"7.3527781","80.2077941","0"
"66","Kandy","0",,,,"2","Enjoy a sightseeing tour of Kandy which is a UNESCO world heritage site. The historic city about 480m above sea level surrounded by mountains was known to Sri Lankan as Kanda Uda Rata, which means the hill country. Kandy was home to Sri Lanka''s last independent Kingdom, which survived two centuries of colonial incursion before finally falling to the British at the beginning of the nineteenth century. Visit the Temple of the tooth, The royal Botanical Gardens, the Peradeniya University campus and catch a panoramic view of the picturesque town from Upper lake Drive. Early evening, you will visit a Kandyan Dance performance and be treated to a spectacular fire walking finale. Kandy is also famous for it''s shopping, gems and jewellery, handicrafts, batiks, silks ect. And you will have the opportunity of browsing to your heart""""s content.","7.290572","80.633726","0"
"67","Kankesanturai","0",,,,"2",,"9.8089536","80.0428741","0"
"68","Kataragama","0",,,,"2","The most important of the town''s various shrines is dedicated to the God Kataragama.Kataragama is easily visited as a day trip from Tissa,but staying the night means you can enjoy the evening puja in a leisurely manner.Kataragama Festival, held around the Esala Poya day in late July or early August. The festival is famous for the varying forms of physical mortification with which some pilgrims express their devotion to Kataragama.","6.4144279","81.327332","0"
"69","Katunayake","0",,,,"2",,"7.180155","79.884252","0"
"70","Kaudulla ","0",,,,"2",,"8.15738","80.915243","0"
"71","Kegalle","0",,,,"2",,"7.2534746","80.3457212","0"
"72","Kelaniya","0",,,,"2","10km east of Fort lies Colombo''s most important Buddhist shrine the Kelaniya Raja Maha Vihara - the Buddha himself is said to have visited on the last of his three visits to the island. The temple is the focus of the extravagant two-day Duruthu Perahera celebrations every January.","6.9718966","79.9220854","0"
"73","Kiribathgoda","0",,,,"2",,"6.9780407","79.9270585","0"
"74","Kiriella","0",,,,"2",,"6.743793","80.243916","0"
"75","Kirinda","0",,,,"2",,"6.2232832","81.3328814","0"
"76","Kitulgala","0",,,,"2","The village of Kitulgala is set about halfway along the spectacular road which descends from Hatton down to the lowlands to the Avissawella.The scenery is particularly dramatic hereabouts, with sheer-sided, forest-covered hills plunging down to the wild waters of the Kelani Ganga.The stretch of this river around Kitulgala provides the site for the best """"whitewater rafting"""" in Sri Lanka, with grade three rapids some 5km upriver from the village. Kitulgala''s other claim is to fame is that it provided the location for David Lean''s classic 1957 film """"Bridge on the river Kwai"".","6.9915608","80.4199218","0"
"77","Kitulgala Rafting","0",,,,"2",,"6.989784","80.427088","0"
"78","Knuckles ","0",,,,"2","Knuckles Range covers a rugged and still largely untouched area of great natural beauty and biodiversity. The steeply shelving mountain terrian, reaching 1863m at its highest point, includes stands of rare dwarf cloudforest, and is home to leopard, various species of deer, monkeys and giant squirrels. The areas of range above 1000m have recently declared a World Heritage conservation Area.","7.3999978","80.8","0"
"79","Koggala","0",,,,"2","The town is home to one of the island's more rewarding museums,of the famous Sinhalese writer Martin Wickramasinghe,Koggala lagoon and also Free Trade Zone.","6.0026693","80.3314762","0"
"80","Kollupitiya","0",,,,"2",,"6.9149753","79.8507558","0"
"81","Kosgoda","0",,,,"2",,"6.3374677","80.0309006","0"
"82","Kotmale","0",,,,"2",,"7.0203976","80.5891907","0"
"83","Kottawa","0",,,,"2",,"6.8396872","79.9643224","0"
"84","Kotugoda","0",,,,"2",,"7.1234043","79.9245635","0"
"85","Kukuleganga","0",,,,"2",,"6.582917","80.233874","0"
"86","Kuliyapitiya","0",,,,"2",,"7.4733916","80.0461829","0"
"87","Kumana","0",,,,"2",,"6.57296","81.669253","0"
"88","Kurunegala","0",,,,"2","""Kunuregala is an important commercial center. Its main attractions are the breezy Kurunegala Tank and the huge bare rock outcrops which surround the town. The town also sits on a major junction on the roads between Colombo, Dambulla, Anuradhapura and Kandy.""","7.4806204","80.3577804","0"
"89","Laahugala ","0",,,,"2",,"6.91388","81.756825","0"
"90","Medirigiriya","0",,,,"2","Visit the Medirigiriya temple, famous for its 7th century Vatadage Temple which is on top of a low rocky point. There are three concentric rows of pillars, making a total of 68, surrounding four large seated Buddha facing the four directions.","8.1433826","80.9721998","0"
"91","Maduru Oya ","0",,,,"2",,"7.5760643","81.191454","0"
"92","Mahiyanganaya","0",,,,"2","Around 7km further east from Hasalaka, the small town of Mahiyangana is famous in Buddhist legend as the first of the three places in Sri Lanka which the Buddha himself is traditionally said to have visited.","7.3326222","80.9967256","0"
"93","Maligawila","0",,,,"2","""The remote village of Maligawila is home to two giant standing Buddhist statues, fashioned out of crystalline limestone.""
","6.724599","81.354243","0"
"94","Mannar","0",,,,"2",,"8.9958062","79.8856258","0"
"95","Marawila","0",,,,"2","20km north of Negombo, the strongly Catholic village of Marawila has several large churches and produces good batiks-a trade introduced by the Dutch from Indonesia.","7.418526","79.8312161","0"
"96","Maskeliya","0",,,,"2",,"6.8328446","80.5718376","0"
"97","Matale","0",,,,"2","Visit a spice garden in Matale to see different spices for which Sri Lanka is famous for.Here, clients could see different spices and how some of these spices are grown and processed. Witness a Cookery demonstration.","7.4583363","80.6287049","0"
"98","Matara","0",,,,"2","The town is an important transport hub and a major center of commerce-a lively place given a youthful touch by the presence of students from Ruhunu University; 3km east of town.Matara preserves a few Dutch colonial buildings like the diminutive Star Fort, a quaint little hexagonal structure built by the Dutch. And also the Nilwala Ganga, a fine swathe of water, runs straight through the middle of the bustling town center. A few kilometers away, the attractively low-key beach side suburb of Polhena, quite strip of beach and good snorkeling, offers a convenient escape from the hustle and bustle of the town itself. The area around Matara boasts a couple of mildly interesting and little-visited sights, including the giant Buddha and unusual underground temple at Weherahena and the town of Dondra,whose slender lighthouse marks the island''s southernmost point.","5.9519922","80.550748","0"
"99","Medawachchiya","0",,,,"2",,"8.5436338","80.496414","0"
"100","Melsiripura","0",,,,"2",,"7.6434954","80.5088855","0"
"101","Mihintale","0",,,,"2","12km east of Anuradhapura, is famous as the place where Buddhism was introduced. The setting-with rocky hills linked by beautiful old flights of stone steps shaded by frangipani-trees is georgous.Mihintale can be tiring,however:there are 1850 steps, and if you want to see all the sights you'll have to climb almost every single one of them.","8.3506144","80.5054307","0"
"102","Minneriya National Park","0",,,,"2","Enjoy a Jeep Safari in the Minneriya National park. Its centerpiece is the large Minneriya Tank, and the park also boasts an unusually wide range of habitat types, from dry tropical forest to wetlands, grasslands and terrain previously used for slash-and-burn agriculture. For most visitors, the principal attraction here is elephants. Minneriya forms part of the elephant corridor which joins up with Kaudulla and Wasgomuwa national parks, and up to 200 of the beasts can be found here at certain times of year during their migrations between the various parks. Other mammals found in the park include sambur, spotted deer, sloth bears and leopards, and there""""s also a good chance of seeing macaque and purple-faced languor monkeys. In addition, an enormous number of birds have been spotted at Minneriya, including endemic species such as the Sri Lankan hanging parrot and the crimson-fronted barbet.","8.0078942","80.8392048","0"
"103","Mirissa","0",,,,"2","Tucked into the far eastern end of Weligama Bay, the picture-perfect swathe of sand at the village of Mirissa was formerly the island''s most famously ""undiscovered"" beach. Its beach remains one of the prettiest in the island, with a narrow strip of sand backed by dense palm trees which manage to camouflage all signs of human presence.","5.9505747","80.4647418","0"
"104","Monaragala","0",,,,"2","The small inland town of Monaragala is the jumping-off point for the huge Buddhist statues at Maligawila.","6.8746894","81.231734","0"
"105","Moratuwa","0",,,,"2",,"6.7674157","79.8882677","0"
"106","Mount Lavinia","0",,,,"2","South of Colombo, Mount Lavinia is an immediate city suburb and the beach was one of the better known even in Colonial times.  It lays along side a windswept headland jutting into the waters of the Indian Ocean.","6.8358686","79.8789075","0"
"107","Mulkirigala","0",,,,"2","Mulkirigala consists of a series of rock temples carved out of the face of a huge rock outcrop which rises sheer and seemingly impregnable for over 200m out of the surrounding palm forests;the temples date back to the third century BC.Arranged on four terraces, each temple contains a reclining Buddha and is richly decorated with wall paintings and other statues.","6.951997","79.918571","0"
"108","Muthurajawela","0",,,,"2","Around 15km south of Negombo, at the southern end of the Negombo lagoon and close to the northern edge of the airport, Muthurajawela comprises a considerable area of saltwater wetland which attracts an outstanding range of water-loving birds, including various species of colorful kingfishers, plus assorted herons, egrets ,moorhen, duck, painted stork and many others. You might also spot crocodiles and macaque monkeys, and the marshes are also home to rarely seen others, painted bats, slender Loris, fishing cats and mouse deer.","7.078886","79.853034","0"
"109","Nainamadama","0",,,,"2",,"7.3156954","79.8439728","0"
"110","Namaluyana","0",,,,"2",,"7.909795","80.57995","0"
"111","Nanu Oya","0",,,,"2",,"6.9408098","80.7420015","0"
"112","Narahenpita","0",,,,"2",,"6.9009353","79.8805457","0"
"113","Negombo","0",,,,"2","Negombo''s beach is very wide in places and also the heartland of Christian Sri Lanka, as borne out by the enormous churches and florid wayside catholic shrines scattered about the town and its environs. The Dutch made the town an important commercial center, building a canal, on which spices, particularly cinnamon, which grew profusely in the surrounding areas-where transported from the interior to the coast prior to being shipped abroad.","7.1894495","79.856942","0"
"114","Nilaveli","0",,,,"2","""10km north of Uppaveli, Nilaveli is the second of the Trincomalee area''s famous pair of beaches.""","8.6943902","81.1880636","0"
"115","Nonagama","0",,,,"2",,"6.1255843","80.9816894","0"
"116","Nuwara Eliya","0","download.jpg",,,"2","""Nuwara Eliya meaning """"the city of dawn"""" is the town at the highest elevation (about 2000m above sea level) in Sri Lanka and its tallest peak, Piduruthalagala (2555m) could be seen from here. The city, established by the British in the nineteenth century, and known as """"Little England"""" and is a popular holiday resort for Sri Lanka's & tourists due to its cool climate and quaint colonial feel with its little bungalows surrounded by hedgerows. Nuwara Eliya is also the heart of the tea country and you can visit a plantation and a factory en route here and witness how the famous """"Ceylon Tea"""" is brewed. About 1.5km away is Seetha Amman Temple, said to be built at the spot where Ravna held Sita captive, as related in the Ramayana. The small temple has a collection of statues, including a couple of Kali images.""
","6.954399","80.782401","0"
"117","Panadura","0",,,,"2",,"6.7284863","79.9296463","0"
"118","Pasikuda","0","pasi.webp","pasi.webp","pasi.webp","2",,"7.9268893","81.5638733","0"
"119","Pelmadulla","0",,,,"2",,"6.6416738","80.5278111","0"
"120","Peradeniya","0",,,,"2","Set 6km southwest of Kandy in a loop in the Mahaweli Ganga lie the expansive Peradeniya Botanical Gardens, the largest and finest gardens in Sri Lanka, covering almost 150 acres and stuffed with a bewildering variety of local and foreign tree and plant species","7.2658414","80.5984068","0"
"121","Pidurangala","0",,,,"2",,"7.955154","80.759803","0"
"122","Pinnewala","0","pi.png",,,"2","The Pinnewala Elephant Orphanage is one of Sri Lanka''s most popular tourist attractions. The orphanage''s population has now mushroomed to around 65, making it the worlds largest collection of captive elephants. The elephants here range in age from newborns to elderly matriarchs, and include orphaned and abandoned elephants, as well as those injured in the wild.","7.3030469","80.3875637","0"
"123","Polonnaruwa","0",,,,"2",,"7.9341133","81.005888","0"
"124","Pundaluoya","0",,,,"2",,"7.0118838","80.6603028","0"
"125","Pussellawa ","0",,,,"2",,"7.1068516","80.638568","0"
"126","Puttalam","0",,,,"2","Puttalam sits 50km from Chi law and near the southern end of the enormous Puttalam Lagoon, and is of interest mainly as a transit point or possibly as a base for visiting the recently reopened Wilpattu National Park.","8.0303961","79.8327393","0"
"127","Rajagiriya","0",,,,"2",,"6.9119147","79.8957133","0"
"128","Ramboda","0",,,,"2",,"7.0548721","80.6934249","0"
"129","Rathgama","0",,,,"2",,"6.0925859","80.1455483","0"
"130","Ratnapura","0",,,,"2","Nestled amongst verdant hills at the southwestern corner of the hill country, Ratnapura is famous for its precious stones.Rathnapura does have other attractions, such as; the town makes a possible base for visits to Sinharaja and Uda Walawe National Parks.","6.7167756","80.3701401","0"
"131","Ravana Fall","0",,,,"2",,"6.8408328","81.054444","0"
"132","Ritigala","0",,,,"2","""Ritigala is magical but enigmatic, while the setting deep in a totally undisturbed tract of thick forest lends an additional sense of mystery. North of Habarana, on the slopes of a densely wooded mountainside protected by the Ritigala Strict nature Reserve, lay the mysterious monastery of Ritigala.""
","8.116667","80.65","0"
"133","Seeduwa","0",,,,"2",,"7.1306188","79.881884","0"
